N,Key,Bemerkung_Maria,Autor,Jahr,Titel,Zeitschrift,DOI,ID_Studie,Screener,Extracter,Lebensraum,Lebensraum_Details,Biotoptyp,Land,Bundesland,Ort,X,Y,geographische_Genauigkeit_km,Antwortvariable,x_Achse,Hauptgruppe_RoteListen,Untergruppe_RoteListen,Untergruppe_RoteListen_Detail,Anzahl_Arten_Gruppen,Startjahr,Endjahr,Dauer,Anzahl_Jahre,ExperimentObservation,Trend,Massnahme_Schutz,Massnahme_Schutz_andere,Massnahme_Management,Massnahme_Impuls,Notizen,LiteraturRawdata,Studie_in_D,ID,StationID,Antwortvariable_ORIG
137,JRWX3P9Z,NA,Tillmann,2020,Der Goldschakal in Deutschland: Einordnung der ersten Nachweise in das Ausbreitungsgeschehen und Überlegungen zum Umgang mit der Art,Naturschutz und Landschaftsplanung,NA,NA,Maria Sporbert,Maria Sporbert,Wald,offene Landschaften,offene Landschaften,Deutschland,NA,NA,10.279,51.415,700,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,1,1997,2020,24,25,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
111,K4ZL3L4P,NA,Wolf,1989,Probleme der Vegetationsentwicklung auf forstlichen Rekultivierungsflaechen im Rheinischen Braunkohlenrevier,Natur und Landschaft,NA,NA,Maria Sporbert,"Maria Sporbert, Leana Meder",Wald,Rekultivierungsfläche,Rekultivierungsfläche,Deutschland,Nordrhein-Westfalen,"Hochhalde Sophienhöhe, westl. Köln",6.449166998,50.937222,2,Artenzahl,"Zeit, Waldbodenimpfung",Pflanzen,Pflanzen,Pflanzen,NA,1984,1988,5,5,"Experiment, Experiment, Beobachtung",positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
537,KABS7CF2,NA,"Kolk, J. et al.",2017,Paying the colonization credit: converging plant species richness in ancient and post-agricultural forests in NE Germany over five decades,Biodivers Conserv 26:735–755,10.1007/s10531-016-1271-y,NA,Konrad Adler,Konrad Adler,Wald,alte und post-landwirtschaftliche Laub- oder Mischwaldbestände mit verschiedenen Artzusammensetzungen,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Brandenburg,Region Prignitz,12.03333333,53.05,NA,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1960,2014,55,2,Beobachtung,positive,NA,NA,NA,NA,"Angabe zum Boden: The prevalent geological substrates are sandy to loamy glacial deposits as well as glacio-fluvial sands (LGBR 2008, 2009). From these substrates, mostly Cambisols, often combined with Gleysols and Stagnosols, have developed.",Literatur,D,NA,NA,NA
538,KABS7CF2,NA,"Kolk, J. et al.",2017,Paying the colonization credit: converging plant species richness in ancient and post-agricultural forests in NE Germany over five decades,Biodivers Conserv 26:735–755,10.1007/s10531-016-1271-y,NA,Konrad Adler,Konrad Adler,Wald,alte und post-landwirtschaftliche Laub- oder Mischwaldbestände mit verschiedenen Artzusammensetzungen,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Brandenburg,Region Prignitz,12.03333333,53.05,NA,Artenzahl,Zeit,Pflanzen,Moose,Moose,NA,1960,2014,55,2,Beobachtung,positive,NA,NA,NA,NA,"Angabe zum Boden: The prevalent geological substrates are sandy to loamy glacial deposits as well as glacio-fluvial sands (LGBR 2008, 2009). From these substrates, mostly Cambisols, often combined with Gleysols and Stagnosols, have developed.",Literatur,D,NA,NA,NA
539,KABS7CF2,NA,"Kolk, J. et al.",2017,Paying the colonization credit: converging plant species richness in ancient and post-agricultural forests in NE Germany over five decades,Biodivers Conserv 26:735–755,10.1007/s10531-016-1271-y,NA,Konrad Adler,Konrad Adler,Wald,alte und post-landwirtschaftliche Laub- oder Mischwaldbestände mit verschiedenen Artzusammensetzungen,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Brandenburg,Region Prignitz,12.03333333,53.05,NA,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1960,2014,55,2,Beobachtung,positive,NA,NA,NA,NA,"Angabe zum Boden: The prevalent geological substrates are sandy to loamy glacial deposits as well as glacio-fluvial sands (LGBR 2008, 2009). From these substrates, mostly Cambisols, often combined with Gleysols and Stagnosols, have developed.",Literatur,D,NA,NA,NA
540,KABS7CF2,NA,"Kolk, J. et al.",2017,Paying the colonization credit: converging plant species richness in ancient and post-agricultural forests in NE Germany over five decades,Biodivers Conserv 26:735–755,10.1007/s10531-016-1271-y,NA,Konrad Adler,Konrad Adler,Wald,alte und post-landwirtschaftliche Laub- oder Mischwaldbestände mit verschiedenen Artzusammensetzungen,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Brandenburg,Region Prignitz,12.03333333,53.05,NA,Abundanz,Zeit,Pflanzen,Moose,Moose,NA,1960,2014,55,2,Beobachtung,positive,NA,NA,NA,NA,"Angabe zum Boden: The prevalent geological substrates are sandy to loamy glacial deposits as well as glacio-fluvial sands (LGBR 2008, 2009). From these substrates, mostly Cambisols, often combined with Gleysols and Stagnosols, have developed.",Literatur,D,NA,NA,NA
363,KEFBXJJG,NA,"Storch, F. et al.",2018,Quantifying forest structural diversity based on large-scale inventory data: a new approach to support biodiversity monitoring,Forest Ecosystems (2018) 5:34,10.1186/s40663-018-0151-1,NA,Konrad Adler,Konrad Adler,Wald,NA,NA,Deutschland,Baden-Württemberg,NA,9.047328968,48.546237,100,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,2002,2012,11,2,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
120,KEGR9PZ4,NA,Dölle,2020,"Vom Auenwald zum Rot-Buchenwald?: Entwicklung der Vegetation im Naturwaldreservat und Naturschutzgebiet ""Riedried"" (Pfälzer Rheinaue) von 1986 bis 2018",Naturschutz und Landschaftsplanung,NA,NA,Maria Sporbert,Maria Sporbert,Wald,Naturwaldreservat,NA,Deutschland,Rheinland-Pfalz,"Naturwaldreservat und NSG ""Riedried""",8.135256672,49.01976747,10,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,10,1986,2018,33,2,Beobachtung,positive,Andere,NSG Riedried,NA,NA,NA,Literatur,D,NA,NA,NA
10357,KT4D6MRG,NA,"Staab, M. et al.",2023,Insect decline in forests depends on species’ traits and may be mitigated by management,Communications Biology (2023)6:338,NA,NA,Maria Sporbert,Daniel Petry,Wald,3 Regionen mit unterschiedlichem Klima + Topographie,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,NA,"140 Waldbereiche in 3 Regionen: Schwäbische Alb, Hainich-Dün, Schorfheide-Chorin. Jeder Bereich umfasst 100mx100m",9.354624,48.300582,NA,Artenzahl,NA,Wirbellose,Arthropoden,Arthropoden,1805,2008,2017,10,10,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10358,KT4D6MRG,NA,"Staab, M. et al.",2023,Insect decline in forests depends on species’ traits and may be mitigated by management,Communications Biology (2023)6:338,NA,NA,Maria Sporbert,Daniel Petry,Wald,3 Regionen mit unterschiedlichem Klima + Topographie,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,NA,"140 Waldbereiche in 3 Regionen: Schwäbische Alb, Hainich-Dün, Schorfheide-Chorin. Jeder Bereich umfasst 100mx100m",9.354624,48.300582,NA,Abundanz,NA,Wirbellose,Arthropoden,Arthropoden,1805,2008,2017,10,10,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
186,MKP7UEDZ,NA,Großer,2004,"Die waldkundliche Situation des Naturschutzgebietes ""Eichberg"" bei Weißwasser vor dessen Devastation durch einen Tagebau",Archiv Naturschutz und Landschaftsforschung,NA,NA,Charlotta Wiechmann,Charlotta Wiechmann,Wald,NA,NA,Deutschland,Sachsen,"Oberlausitz bei Weißwasser,NSG ""Eichberg""",14.64872989,51.49792627,20,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1952,2002,51,2,Beobachtung,no,Andere,NSG Eichberg,NA,NA,NA,Literatur,D,NA,NA,NA
10424,MXEURPPQ,NA,"Schmidt A. , H. Miethe, M. Schmidt, M. Bolenz, T. Haase",2016,"20-jährige Beobachtungen an Abendseglern Nyctalus noctula aus künstlichen Überwinterungshöhlen für Fledermäuse aus dem Raum Beeskow, Ostbrandenburg","Nyctalus (N.F.), Berlin 18 (2013-2016), Heft 3-4, S. 255-266",NA,NA,Maria Sporbert,Anneka Bücher,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Beeskow,14.22442687,52.16159198,NA,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,1,1994,2012,19,20,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
531,MZRJVZYE,NA,"Hagen, R. et al.",2018,Estimating red deer (Cervus elaphus) population size in the Southern Black Forest: the role of hunting in population control,European Journal of Wildlife Research 64: 42,10.1007/s10344-018-1204-z,NA,Konrad Adler,Konrad Adler,Wald,"zu großen Teilen bewirtschafteter Wald (Holzproduktion), Picea abies, Abies alba und Fagus sylvatica dominant",Nadel(Misch)Wälder und -Forste,Deutschland,Baden-Württemberg,Rotwildbewirtschaftungsgebiet des Südschwarzwaldes,7.984034066,47.81569452,20,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,1,2006,2015,10,10,Beobachtung,no,NA,NA,veränderte Bejagung des Rotwildes als Teil eines ganzheitlichen Managementkonzepts unter Einbeziehung der Wissenschaft (detailliert im Text beschrieben) ab 2006,NA,NA,Literatur,D,NA,NA,NA
10592,NJABK9U7,NA,Podany M.,1995,Nachweis einer Baumhöhlen-Wochenstube der Mopsfledermaus (Barbastella barbastellus) sowie einige Anmerkungen zum Überwinterungsverhalten im Flachland,"Nyctalus (N.F.), Band 5 (1985), Heft 5, S. 473 – 479",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,"Dahme, Jetsch, Bornsdorf, Kassel-Gotz, Sonnenwalde",13.65081634,51.78352669,NA,Abundanz,Jahre,Wirbeltiere,Saeuger,Säugetiere,1,1982,1992,11,10,Beobachtung,negative to positive,NA,NA,Naturpark Dahme Heideseen,NA,NA,Literatur,D,NA,NA,NA
14,P2NC3SKD,NA,Bücking,1989,Bannwald Bechtaler Wald: Dauerbeobachtungen 1970-1988,Natur und Landschaft,NA,NA,Maria Sporbert,"Maria Sporbert, Leana Meder",Wald,Bannwald,NA,Deutschland,Baden-Württemberg,Waldschutzgebiet Bannwald Bechtaler Wald,7.848374045,48.1132509,50,Abundanz,Zeit,Pflanzen,Pflanzen,Pflanzen,8,1970,1988,19,2,Beobachtung,positive,NA,NA,Extensivierung,NA,Renaturierungsprojekt,Literatur,D,NA,NA,NA
365,PBV2BUX6,NA,"Wehner, K. et al.",2021,"Drought, windthrow and forest operations strongly affect oribatid mite communities in different microhabitats",Global Ecology and Conservation 30 (2021) e01757,10.1016/j.gecco.2021.e01757,NA,Konrad Adler,Konrad Adler,Wald,Eichen-Mischwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,Staatsforst 2043 A in Mörfelden-Walldorf,8.550287,49.975234,NA,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,2016,2020,5,2,Beobachtung,negative,NA,NA,NA,NA,Angabe zum Boden: the topsoil is flat and covered with sand,Literatur,D,NA,NA,NA
366,PBV2BUX6,NA,"Wehner, K. et al.",2021,"Drought, windthrow and forest operations strongly affect oribatid mite communities in different microhabitats",Global Ecology and Conservation 30 (2021) e01757,10.1016/j.gecco.2021.e01757,NA,Konrad Adler,Konrad Adler,Wald,Eichen-Mischwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,Staatsforst 2043 A in Mörfelden-Walldorf,8.550287,49.975234,NA,Artenzahl,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,2016,2020,5,2,Beobachtung,negative,NA,NA,NA,NA,Angabe zum Boden: the topsoil is flat and covered with sand,Literatur,D,NA,NA,NA
367,PBV2BUX6,NA,"Wehner, K. et al.",2021,"Drought, windthrow and forest operations strongly affect oribatid mite communities in different microhabitats",Global Ecology and Conservation 30 (2021) e01757,10.1016/j.gecco.2021.e01757,NA,Konrad Adler,Konrad Adler,Wald,Eichen-Mischwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Hessen,Staatsforst 2043 A in Mörfelden-Walldorf,8.550287,49.975234,NA,ENS,Zeit,Wirbellose,Arthropoden,Arthropoden,NA,2016,2020,5,2,Beobachtung,negative,NA,NA,NA,NA,Angabe zum Boden: the topsoil is flat and covered with sand,Literatur,D,NA,NA,NA
10354,PHEVUEKM,NA,"Runge, F.",1995,Änderungen der Krautschicht eines Eichen-Hainbuchenwaldes im Laufe von 35 Jahren,"Natur und Heimat, 55, Heft 3",NA,NA,Maria Sporbert,Daniel Petry,Wald,Eichen-Hainbuchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Nordrhein-Westfalen,"“Der Wald bildet in der Nähe des Autobahnkreuzes „Münster-Süd"" einen Teil der „Großen Büsche""”",7.55264759,51.90069603,NA,Artenzahl,NA,Pflanzen,Pflanzen,Farn- und Blütenpflanzen,17,1960,1995,36,10,Experiment,no,NA,NA,NA,NA,"Fortsetzende Reihe zuvor publizierter Bestandsaufnahmen (1975, 1981)",Literatur,D,NA,NA,NA
10355,PHEVUEKM,NA,"Runge, F.",1995,Änderungen der Krautschicht eines Eichen-Hainbuchenwaldes im Laufe von 35 Jahren,"Natur und Heimat, 55, Heft 3",NA,NA,Maria Sporbert,Daniel Petry,Wald,Eichen-Hainbuchenwald,Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Nordrhein-Westfalen,"“Der Wald bildet in der Nähe des Autobahnkreuzes „Münster-Süd"" einen Teil der „Großen Büsche""”",7.555396712,51.90134991,NA,Abundanz,NA,Pflanzen,Pflanzen,Farn- und Blütenpflanzen,17,1960,1995,36,10,Experiment,negative,NA,NA,NA,NA,"Fortsetzende Reihe zuvor publizierter Bestandsaufnahmen (1975, 1981)",Literatur,D,NA,NA,NA
364,PRBZGHJC,NA,"Schulze, E.D. et al.",2019,"Positive association between forest management, environmental change, and forest bird abundance",Forest Ecosystems (2019) 6:3,10.1186/s40663-019-0160-8,NA,Konrad Adler,Konrad Adler,Wald,NA,NA,Deutschland,NA,NA,10.279,51.415,700,Abundanz,NA,Wirbeltiere,Voegel,Vögel,NA,1970,2015,46,2,Beobachtung,no,NA,NA,NA,NA,"möglicherweise noch mehr zu extrahieren, bin mir allerdings unsicher bezüglich Zeitraum, Deutschland oder Europa …",Literatur,D,NA,NA,NA
598,PUJAPGWQ,NA,"Kudernatsch, T. et al.",2019,Wandel auf allen Ebenen - Vegetationsveränderungen im Eichen-Hainbuchenwald „Echinger Lohe“ bei München während der letzten drei Jahrzehnte,"Waldökologie, Landschaftsforschung und Naturschutz Heft 18: S.79-90",nicht vorhanden,NA,Konrad Adler,Konrad Adler,Wald,Waldlabkraut-Eichen-Hainbuchenwälder (Galio-Carpinetum),Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Bayern,Eichinger Lohe im Nordosten Münchens nahe der Gemeinde Eching,11.64404437,48.29919363,2,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1986,2017,32,3,Beobachtung,negative,Andere,Naturwaldreservat Echinger Lohe,NA,NA,NA,Literatur,D,NA,NA,NA
601,Q4UXU3QU,NA,"Brückner, E.",1993,Die Entwicklung des Rotwildbestandes und der Waldbiotope im Westerzgebirge-Vogtland von 1591 bis 1990,Zeitschrift für Jagdwissenschaft 39: 46-59,10.1007/BF02310216,NA,Konrad Adler,Konrad Adler,Wald,vorwiegend Fichtenforste,Nadel(Misch)Wälder und -Forste,Deutschland,Sachsen,Westerzgebirge- Vogtland (überwiegend Staatsforstbezirke Eibenstock und Auerbach),12.50618142,50.49208653,10,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,1,1951,1990,40,8,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
536,QAF7C2L4,NA,"Storch, F. et al.",2019,Assessing the influence of harvesting intensities on structural diversity of forests in south-west Germany,Ecosystems 6:40,10.1186/s40663-019-0199-6,NA,Konrad Adler,Konrad Adler,Wald,verschiedene Waldtypen,NA,Deutschland,Baden-Württemberg,NA,9.047328968,48.546237,100,ENS,Intensität der Holzernte (% des stehenden Volumens pro ha),Pflanzen,Pflanzen,Pflanzen,NA,2002,2012,11,2,Experiment,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
199,QF4A8CV2,NA,Schauer,1972,Ergebnisse waldkundlicher Untersuchungen aus den Naturschutzgebieten Großer und Kleiner Hakel,Archiv Naturschutz und Landschaftsforschung,NA,NA,Charlotta Wiechmann,Charlotta Wiechmann,Wald,NA,NA,Deutschland,Sachsen-Anhalt,"Nördliches Harzvorland, NSG Hakel",10.66522348,51.8865527,10,Artenzahl,Zeit,Pflanzen,Pflanzen,Pflanzen,NA,1961,1967,7,2,Beobachtung,no,Andere,NSG Großer und Kleiner Hakel,NA,NA,NA,Literatur,D,NA,NA,NA
10501,QMM62F8T,NA,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Artenzahl,Monate,Wirbellose,Arthropoden,Arthropoden,NA,1978,1980,3,2,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10502,QMM62F8T,NA,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Artenzahl,Monate,Wirbellose,Arthropoden,Arthropoden,NA,1978,1980,3,2,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10503,QMM62F8T,NA,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Artenzahl,Monate,Wirbellose,Arthropoden,Arthropoden,NA,1978,1980,3,2,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10504,QMM62F8T,NA,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Abundanz,Monate,Wirbellose,Arthropoden,Arthropoden,NA,1978,1980,3,2,Beobachtung,negative to positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10505,QMM62F8T,NA,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Artenzahl,Monate,Wirbellose,Arthropoden,Arthropoden,NA,1978,1980,3,2,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10506,QMM62F8T,NA,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Artenzahl,Monate,Wirbellose,Arthropoden,Arthropoden,NA,1978,1980,3,2,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10507,QMM62F8T,NA,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 23-34",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Abundanz,Monate,Wirbellose,Arthropoden,Arthropoden,NA,1978,1980,3,2,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10508,QMM62F8T,NA,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),7.115176,51.223182,5,Abundanz,Monate,Wirbellose,Arthropoden,Arthropoden,NA,1978,1980,3,2,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
519,R596FD53,NA,"Bässler, C. et al.",2016,Mean reproductive traits of fungal assemblages are correlated with resource availability,"Ecology and Evolution 2016, 6(2):",10.1002/ece3.1911,NA,Konrad Adler,Konrad Adler,Wald,"Bergwälder in verschiedenen Höhenlagen, ausgewachsene Fichten dominieren",Nadel(Misch)Wälder und -Forste,Deutschland,Bayern,Nationalpark Bayerischer Wald,13.48333333,48.9,NA,Artenzahl,Zeit,Pilze_Flechten,Pilze,Pilze,NA,2009,2011,3,3,Beobachtung,positive,Nationalpark_Bayerischer Wald,NA,NA,NA,Angabe zum Boden: acidic sand and loamy soils prevail,Literatur,D,NA,NA,NA
566,RWNRNAJK,NA,"Dolek, M. et al.",2018,Successful maintenance of Lepidoptera by government-funded management of coppiced forests,Journal for Nature Conservation 43: 75–84,10.1016/j.jnc.2018.02.001,NA,Konrad Adler,Konrad Adler,Wald,"Niederwald/Mittelwald (""coppicing""/""coppicing with standards"")",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Bayern,Steigerwald im nördlichen Bayern,10.33307641,49.6244067,5,Abundanz,Jahre seit der letzten Kürzung,Wirbellose,Arthropoden,Arthropoden,1,2000,2016,17,11,Beobachtung,positive to negative,NA,NA,"Einführung der Vertragsnaturschutz Wald (CBCP Forest) in Bayern, dieses Programm unterstützt unter anderem die Niederwaldbewirtschaftung",NA,NA,Literatur,D,NA,NA,NA
567,RWNRNAJK,NA,"Dolek, M. et al.",2018,Successful maintenance of Lepidoptera by government-funded management of coppiced forests,Journal for Nature Conservation 43: 75–84,10.1016/j.jnc.2018.02.001,NA,Konrad Adler,Konrad Adler,Wald,"Niederwald/Mittelwald (""coppicing""/""coppicing with standards"")",Laub(Misch)Wälder und -Forste (Laubbaumanteil über 50 Prozent),Deutschland,Bayern,Steigerwald im nördlichen Bayern,10.33307641,49.6244067,5,Abundanz,Jahre seit der letzten Kürzung,Wirbellose,Arthropoden,Arthropoden,1,2000,2016,17,11,Beobachtung,positive to negative,NA,NA,"Einführung der Vertragsnaturschutz Wald (CBCP Forest) in Bayern, dieses Programm unterstützt unter anderem die Niederwaldbewirtschaftung",NA,NA,Literatur,D,NA,NA,NA
185,RWTG29QA,NA,Görner,1973,"Zur Verbreitung, Bestandessituation und zum Schutz des Uhus (Bubo b. bubo L.) in Thüringen",Archiv Naturschutz und Landschaftsforschung,NA,NA,Charlotta Wiechmann,Charlotta Wiechmann,Wald,NA,NA,Deutschland,Thüringen,Boden an Steil-/Felshängen,11.02802265,50.90446983,100,Abundanz,Zeit,Wirbeltiere,Voegel,Vögel,1,1925,1959,35,2,Beobachtung,negative,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10497,S6MDQRUI,NA,"Kolbe W. , K. Dorn",1982,Die Auswirkungen eines Waldbrandes auf die Anthropoden-Fauna in Kiefernforsten um Raum Brüggen unter besonderer Berücksichtung der Nematocera (Diptera),"Jahresbericht des Naturwissenschaftlichen Vereins in Wuppertal, Heft 35, 1982, Seite 23-31",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Brüggen,6.139139,51.254633,2,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,1,1977,1978,2,2,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10498,S6MDQRUI,NA,"Kolbe W. , K. Dorn",1982,Die Auswirkungen eines Waldbrandes auf die Anthropoden-Fauna in Kiefernforsten um Raum Brüggen unter besonderer Berücksichtung der Nematocera (Diptera),"Jahresbericht des Naturwissenschaftlichen Vereins in Wuppertal, Heft 35, 1982, Seite 23-31",NA,NA,Maria Sporbert,Anneka,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Brüggen,6.139139,51.254633,2,Abundanz,Zeit,Wirbellose,Arthropoden,Arthropoden,2,1977,1978,2,2,Beobachtung,no,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10413,SFXP8C55,NA,"Heise G. , T. Blohm",2012,Arbeit mit Fledermauskästen – sinnvoll oder nicht?,"Nyctalus (N.F.)., Berlin 17 (2012), Heft 3-4, S. 226-239",NA,NA,Maria Sporbert,Anneka Bücher,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Melzower Forst,13.90287499,53.1563435,NA,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,1,1986,2008,23,23,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10414,SFXP8C55,NA,"Heise G. , T. Blohm",2012,Arbeit mit Fledermauskästen – sinnvoll oder nicht?,"Nyctalus (N.F.)., Berlin 17 (2012), Heft 3-4, S. 226-239",NA,NA,Maria Sporbert,Anneka Bücher,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Kiecker,13.60184155,53.36120205,NA,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,1,1996,2008,13,13,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
10415,SFXP8C55,NA,"Heise G. , T. Blohm",2012,Arbeit mit Fledermauskästen – sinnvoll oder nicht?,"Nyctalus (N.F.)., Berlin 17 (2012), Heft 3-4, S. 226-239",NA,NA,Maria Sporbert,Anneka Bücher,Wald,NA,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Carmzower Forst,14.03238658,53.33980383,NA,Abundanz,Zeit,Wirbeltiere,Saeuger,Säuger,1,1996,2008,13,13,Beobachtung,positive,NA,NA,NA,NA,NA,Literatur,D,NA,NA,NA
