N,Key,Bemerkung_Maria,Autor,Jahr,Titel,Zeitschrift,DOI,Name_pdf,ID_Studie,Screener,Extracter,Lebensraum,Lebensraum_Details,Biotoptyp,Land,Bundesland,Ort,ZUS,Grossregion,X,Y,geographische_Genauigkeit_km,Breitengrad_Laengengrad,Boden,Antwortvariable,Antwortvariable_andere,Antwortvariable_Einheit,x_Achse,Hauptgruppe_RoteListen,Untergruppe_RoteListen,Untergruppe_RoteListen_Detail,Untergruppe_Andere,Artname_deutsch,Artname_wissensch,Anzahl_Arten_Gruppen,Startjahr,Endjahr,Dauer,Anzahl_beprobte_Jahre,Methode,ExperimentObservation,Trend,Trend_Info,Potential_Metaanalyse,Beschreibung_Potential,Direkte Treiber,Haupttreiber_1,Haupttreiber_2,Nebentreiber_1,Nebentreiber_2,Direkter Treiber_Details,Maßnahme_Schutzgebiet,Maßnahme_Schutzgebiet_Andere,Maßnahme_Managementmaßnahme,Maßnahme_Impulsmaßnahmen,Notizen,Notizen_Maria,LiteraturRawdata,Studie_in_D,Untergruppe_RoteListen_ORIG,KIBA_D_change
10411,TPNQGJLF,non_Sys,Schulz G. & W.,2012,Erfahrungen bei Neueinrichtungen und Ausbauten von Fledermaus- Winterquartieren,"Nyctalus (N.R), Berlin 17 (2012), Heft 1-2, S. 125-151",,B17_H1-2_2012_S125-151.pdf,,Maria Sporbert,Anneka Bücher,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Niedersachsen,Lüneburg,Norddeutsches Tiefland,,1042740165,5322313657,,,,Abundanz,,,,Wirbeltiere,Säuger,Säuger,,"Großer Abendsegler, Kleine Baitftedermaus, Braunes Langohr, Breilflügelfledeniiaus, Franseniledermaus, Graues Langohr, Mausohr, Mopsfledermaus, Wasserfledermaus, Zwergfledermaus","Nyclalus noctula, Myotis mystacinus, Plecolus auritus, Fplesicus serotinus, Myotis nattereri, Plecolus austriacus, Myotis myotis, Barbastella barbastcllus, Myotis daubentoni, Pipislrellus pipisirellus",10,2004,2011,7,7,Zählung,Beobachtung,negative to positive,,hoch,Tabelle 1b,Veränderung der Struktur der Landschaft,,,,,,,,,,,,Literatur,D,Säugetiere,
10413,SFXP8C55,non_Sys,"Heise G. , T. Blohm",2012,Arbeit mit Fledermauskästen – sinnvoll oder nicht?,"Nyctalus (N.F.)., Berlin 17 (2012), Heft 3-4, S. 226-239",,Heise_Blohm_2012.pdf,,Maria Sporbert,Anneka Bücher,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Melzower Forst,,,1390287499,531563435,,,,Abundanz,,,Zeit,Wirbeltiere,Säuger,Säuger,,Abendsegler,Nyclalus noctula,1,1986,2008,22,23,Zählung,Beobachtung,positive,,hoch,Abb. 5,Veränderung der Struktur der Landschaft,,,,,,,,,,,,Literatur,D,Säugetiere,
10414,SFXP8C55,non_Sys,"Heise G. , T. Blohm",2012,Arbeit mit Fledermauskästen – sinnvoll oder nicht?,"Nyctalus (N.F.)., Berlin 17 (2012), Heft 3-4, S. 226-239",,Heise_Blohm_2012.pdf,,Maria Sporbert,Anneka Bücher,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Kiecker,,,1360184155,5336120205,,,,Abundanz,,,Zeit,Wirbeltiere,Säuger,Säuger,,Abendsegler,Nyclalus noctula,1,1996,2008,12,13,Zählung,Beobachtung,positive,,hoch,Abb. 5,Veränderung der Struktur der Landschaft,,,,,,,,,,,,Literatur,D,Säugetiere,
10415,SFXP8C55,non_Sys,"Heise G. , T. Blohm",2012,Arbeit mit Fledermauskästen – sinnvoll oder nicht?,"Nyctalus (N.F.)., Berlin 17 (2012), Heft 3-4, S. 226-239",,Heise_Blohm_2012.pdf,,Maria Sporbert,Anneka Bücher,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Carmzower Forst,,,1403238658,5333980383,,,,Abundanz,,,Zeit,Wirbeltiere,Säuger,Säuger,,Abendsegler,Nyclalus noctula,1,1996,2008,12,13,Zählung,Beobachtung,positive,,hoch,Abb. 5,Veränderung der Struktur der Landschaft,,,,,,,,,,,,Literatur,D,Säugetiere,
10420,4TEFRGC5,non_Sys,Haensel J.,2013,Fledermäuse in der Zossener Heide – massive Gefährdungen durch einen geplanten Windpark im Wald,"Nyctalus (N.F.), Berlin 18 (2013), Heft 1, S. 28-83",,Nyctalus-Band-18-Heft-1_2013_28-83.pdf,,Maria Sporbert,Anneka Bücher,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Zossener Heide,,,1353551762,521483016,,,,Abundanz,,,Zeit,Wirbeltiere,Säuger,Säuger,,"großes Mausohr, Wimperfledermaus, Bartfledermaus, Wasserfledermaus, Fransenfledermaus, braunes Langohr","Myotis myotis, Myotis nattereri, Myotis daubentoni, Plecotus auritus, Barbastella barbastellus",8,1994,2013,19,6,Zählung,Beobachtung,no,,hoch,Tabelle 5,Veränderung der Struktur der Landschaft,,,,,,,,,,,,Literatur,D,Säugetiere,
10422,CF5PSFSV,non_Sys,"Berg J. , H. Schütt, D. Karoske",2016,"15 Jahre Schutz, Sicherung und Optimierung von Winterquartieren im Nordosten Deutschlands","Nyctalus (N.F.), Berlin 18 (2013-2016), Heft 3-4, S. 204-212",,Berg_Schuett_Karoske_2016_Winterquartiere.pdf,,Maria Sporbert,Anneka Bücher,Wald,Bunkeranlage,Bauwerke,Deutschland,Mecklenburg-Vorpommern,Neustrelitz-Weisdin,Norddeutsches Tiefland,,1311216628,5336756376,,,,Abundanz,,,Zeit,Wirbeltiere,Säuger,Säuger,,"Mausohren, Bartfledermaus, Wimperfledermaus","Myotis myotis, M. daubentonii, M. Nattereri",3,1987,2013,26,14,Zählung,Beobachtung,negative to positive,,hoch,Abb. 13,Veränderung der Struktur der Landschaft,,,,,,,,,,,,Literatur,D,Säugetiere,
10423,XEJX8AFI,non_Sys,Schmidt A.,2016,Zur Einwanderung der Mückenfledermaus Pipistrellus pygmaeus nach Ostbrandenburg und zur Bestandsentwicklung in Fledermaus- kastengebieten der Umgebung von Beeskow,"Nyctalus (N.F.), Berlin 18 (2013-2016), Heft 3-4, S. 245-254",,Schmidt_2016_Mueckenfledermaus.pdf,,Maria Sporbert,Anneka Bücher,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Beeskow,,,142263088,5216316507,,,,Abundanz,,,Zeit,Wirbeltiere,Säuger,Säuger,,Mückenfledermaus,Pipistrellus pygmaeus,1,1973,2013,40,23,Zählung,Beobachtung,negative to positive,,hoch,Abb. 10,Veränderung der Struktur der Landschaft,,,,,,,,,,,,Literatur,D,Säugetiere,
10424,MXEURPPQ,non_Sys,"Schmidt A. , H. Miethe, M. Schmidt, M. Bolenz, T. Haase",2016,"20-jährige Beobachtungen an Abendseglern Nyctalus noctula aus künstlichen Überwinterungshöhlen für Fledermäuse aus dem Raum Beeskow, Ostbrandenburg","Nyctalus (N.F.), Berlin 18 (2013-2016), Heft 3-4, S. 255-266",,Schmidt_et_al_2016_Ueberwinterung_Abendsegler.pdf,,Maria Sporbert,Anneka Bücher,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Brandenburg,Beeskow,,,1422442687,5216159198,,,,Abundanz,,,Zeit,Wirbeltiere,Säuger,Säuger,,Abendsegler,Nyclalus noctula,1,1994,2012,18,20,Zählung,Beobachtung,negative to positive,,hoch,Tabelle 1,Andere direkte Treiber,,,,,,,,,,,,Literatur,D,Säugetiere,
10495,Kolbe1981,non_Sys,Kolbe W.,1981,Die Auswirkungen eines Waldbrandes auf die Coleopteren-Fauna in Kiefernforsten um Raum Brüggen,"Jahresbericht des Naturwissenschaftlichen Vereins in Wuppertal, Heft 34, 1981, Seite 25-30",,JB34_1981.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Brüggen,,,6139139,51254633,2,,,Abundanz,,,,Wirbellose,Arthropoden,Arthropoden,Coleoptera,,,<300,1977,1978,1,2,Fallen,Beobachtung,positive,,hoch,Tabelle 1,Direkte Ressourcenentnahme,,,,,Waldbrand,,,,,,,Literatur,D,Andere,
10496,Pospischil1981,non_Sys,Pospischil R.,1981,Die Entwickung der Käferfauna des Naturschutzgebietes „Im Hölken“ von 1958 bis 1977 und die Bedeutung einiger Käferarten als Bioindikatoren,"Jahresbericht des Naturwissenschaftlichen Vereins in Wuppertal, Heft 34, 1981, Seite 78-91",,JB34_1981.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Langenfeld-Beyenburg,,,7274309,51234345,5,,,Abundanz,,,Zeit,Wirbellose,Arthropoden,Arthropoden,Coleoptera,,,<300,1958,1977,19,3,Fallen,Beobachtung,positive,,unsicher,Tabelle 1,Andere direkte Treiber,,,,,anthropogene Belastungen,,"NSG ""Im Hölken""",,,,,Literatur,D,Andere,
10497,S6MDQRUI,non_Sys,"Kolbe W. , K. Dorn",1982,Die Auswirkungen eines Waldbrandes auf die Anthropoden-Fauna in Kiefernforsten um Raum Brüggen unter besonderer Berücksichtung der Nematocera (Diptera),"Jahresbericht des Naturwissenschaftlichen Vereins in Wuppertal, Heft 35, 1982, Seite 23-31",,JB35_1982.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Brüggen,,,6139139,51254633,2,,,Abundanz,,,Zeit,Wirbellose,Arthropoden,Arthropoden,Sciaridae,Trauermücken,,1,1977,1978,1,2,Barberfallen,Beobachtung,no,,hoch,Abb. 1,Direkte Ressourcenentnahme,,,,,Waldbrand,,,,,,,Literatur,D,Andere,
10498,S6MDQRUI,non_Sys,"Kolbe W. , K. Dorn",1982,Die Auswirkungen eines Waldbrandes auf die Anthropoden-Fauna in Kiefernforsten um Raum Brüggen unter besonderer Berücksichtung der Nematocera (Diptera),"Jahresbericht des Naturwissenschaftlichen Vereins in Wuppertal, Heft 35, 1982, Seite 23-31",,JB35_1982.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Brüggen,,,6139139,51254633,2,,,Abundanz,,,Zeit,Wirbellose,Arthropoden,Arthropoden,"Chironomidae, Anisopodidae","Zuckmücke, Fenstermücke",,2,1977,1978,1,2,Barberfallen,Beobachtung,no,,hoch,Abb. 2,Direkte Ressourcenentnahme,,,,,Waldbrand,,,,,,,Literatur,D,Andere,
10499,DIPM2KNV,non_Sys,Kolbe W.,1984,Arthropodenfänge im Staatswald Burgholz mit Hilfe von Boden-Photoeklektoren unter besonderer Berücksichti- gung der Coleopteren,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 14-23",,JB37_1984.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Abundanz,,,Zeit,Wirbellose,Arthropoden,Arthropoden,Nematocera Brachyceral Cyclorrhapha Coleoptera Hymenoptera Lepidoptera Collembola Arachnida Isopoda/Myriapoda Sonstige Arthropoda,,,9,1978,1982,4,4,Fangautomaten,Beobachtung,no,,hoch,Tabelle 1,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10500,DIPM2KNV,non_Sys,Kolbe W.,1984,Arthropodenfänge im Staatswald Burgholz mit Hilfe von Boden-Photoeklektoren unter besonderer Berücksichti- gung der Coleopteren,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 14-23",,JB37_1984.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Abundanz,,,Zeit,Wirbellose,Arthropoden,Arthropoden,Nematocera Brachyceral Cyclorrhapha Coleoptera Hymenoptera Lepidoptera Collembola Arachnida Isopoda/Myriapoda Sonstige Arthropoda,,,9,1978,1982,4,4,Fangautomaten,Beobachtung,no,,hoch,Tabelle 2,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10501,QMM62F8T,non_Sys,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",,JB37_1984.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Artenzahl,,,Monate,Wirbellose,Arthropoden,Arthropoden,Coleoptera Spec.,,,Antwortvariable,1978,1980,2,2,Photoelektor,Beobachtung,negative to positive,,hoch,Abb.1,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10502,QMM62F8T,non_Sys,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",,JB37_1984.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Artenzahl,,,Monate,Wirbellose,Arthropoden,Arthropoden,Coleoptera Spec.,,,Antwortvariable,1978,1980,2,2,Photoelektor,Beobachtung,negative to positive,,hoch,Abb.2,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10503,QMM62F8T,non_Sys,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",,JB37_1984.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Artenzahl,,,Monate,Wirbellose,Arthropoden,Arthropoden,Coleoptera Ind.,,,Antwortvariable,1978,1980,2,2,Photoelektor,Beobachtung,negative to positive,,hoch,Abb.3,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10504,QMM62F8T,non_Sys,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",,JB37_1984.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Abundanz,,,Monate,Wirbellose,Arthropoden,Arthropoden,Coleoptera Ind.,,,Antwortvariable,1978,1980,2,2,Photoelektor,Beobachtung,negative to positive,,hoch,Abb.4,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10505,QMM62F8T,non_Sys,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",,JB37_1984.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Artenzahl,,,Monate,Wirbellose,Arthropoden,Arthropoden,Coleoptera Spec.,,,Antwortvariable,1978,1980,2,2,Photoelektor,Beobachtung,no,,hoch,Abb.5,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10506,QMM62F8T,non_Sys,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",,JB37_1984.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Artenzahl,,,Monate,Wirbellose,Arthropoden,Arthropoden,Coleoptera Spec.,,,Antwortvariable,1978,1980,2,2,Photoelektor,Beobachtung,no,,hoch,Abb.6,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10507,QMM62F8T,non_Sys,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 23-34",,JB37_1984.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Abundanz,,,Monate,Wirbellose,Arthropoden,Arthropoden,Coleoptera Ind.,,,Antwortvariable,1978,1980,2,2,Photoelektor,Beobachtung,no,,hoch,Abb.7,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10508,QMM62F8T,non_Sys,Kolbe W.,1984,Coleopterenfänge mit Hilfe von Baum-Photoeklektoren im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 37. Heft, Seite 24-34",,JB37_1984.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Abundanz,,,Monate,Wirbellose,Arthropoden,Arthropoden,Coleoptera Ind.,,,Antwortvariable,1978,1980,2,2,Photoelektor,Beobachtung,no,,hoch,Abb.8,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10509,Dorn1985,non_Sys,"Dorn K. , V. Janke",1985,"Die Nematoceren- Familien (Diptera, Nematocera) eines Buchenwaldes und Fichtenforstes im Burgholz",Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 38. Heft,,JB38_1985.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Artenzahl,,,Monate,Wirbellose,Arthropoden,Arthropoden,Nematoceren,,,,1978,1982,4,4,Photoelektor,Beobachtung,negative,,hoch,Tabelle 1,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10510,Kolbe1985,non_Sys,"Kolbe W., K. Dorn",1985,Der Einfluss vonNa-PCP auf die Anthropoden-Fauna der Bodenstreu- ein Beitrag zur Ökotoxikologie,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 38. Heft, Seite 108 – 117",,JB38_1985.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Artenzahl,,,Jahre,Wirbellose,Arthropoden,Arthropoden,Insekten,,,16,1978,1984,6,3,Photoelektor,Beobachtung,negative to positive,,hoch,Tabelle 3,Verschmutzung,,,,,Biozid-Gabe (Na-PCP),,,,,,,Literatur,D,Andere,
10511,J86XXBKQ,non_Sys,Patrzich R.,1987,Thysanopteren aus zwei Forstbiotopen im Staatswald Burgholz (Solingen),"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 40. Heft, Seite 90 – 93",,JB40_1987.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,ENS,Diversität,,Jahre & Ort,Wirbellose,Arthropoden,Arthropoden,,,,,1983,1985,2,2,Photoelektor,Beobachtung,positive,,hoch,Tabelle 2,,,,,,keine Details,,,,,,,Literatur,D,Fransenflügler,
10512,J86XXBKQ,non_Sys,Patrzich R.,1987,Thysanopteren aus zwei Forstbiotopen im Staatswald Burgholz (Solingen),"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 40. Heft, Seite 90 – 93",,JB40_1987.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,ENS,Evenness,,Jahre & Ort,Wirbellose,Arthropoden,Arthropoden,,,,,1983,1985,2,2,Photoelektor,Beobachtung,positive,,hoch,Tabelle 2,,,,,,keine Details,,,,,,,Literatur,D,Fransenflügler,
10513,YUSKLNKE,non_Sys,Nippel F.,1988,"Großschmetterlinge aus dem Burgholz-Projekt, die mit Hilfe von Boden-Photoeklektoren erfaßt wurden","Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 41. Heft, Seite 76-77",,JB41_1988.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Abundanz,,,Jahre & Ort,Wirbellose,Arthropoden,Arthropoden,Großschmetterling,,,<10,1983,1987,4,3,Photoelektor,Beobachtung,no,,hoch,Tabelle 1,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10514,6TJDBKDX,non_Sys,Kolbe W.,1991,Zur Abundanz und Fluktiation von Anthropoden in Forsten des Staatswaldes Burgholz in Solingen (1978 – 1990),"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 44. Heft, Seite 20 – 33",,JB44_1991.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Abundanz,,,Jahre,Wirbellose,Arthropoden,Arthropoden,Anthropoda,,,,1978,1989,11,7,Photoelektor,Beobachtung,positive to negative,,hoch,Abb. 1,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10517,Kolbe1992,non_Sys,Kolbe W.,1992,"Rüsselkäfer (Coleoptera, Curculionidae) in 2 ausgewählten Forstbiotopen Ergebnisse aus dem Burgholz Projekt 1978 bia 1990","Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 45. Heft, Seite 24-29",,JB45_1992.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Abundanz,,,Monate,Wirbellose,Arthropoden,Arthropoden,,Barypeithes araneiformi,Rüsselkäfer,,1983,1990,7,6,Photoelektor,Beobachtung,positive,,hoch,Abb. 1 Buchen-Bestand,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10518,Kolbe1992,non_Sys,Kolbe W.,1992,"Rüsselkäfer (Coleoptera, Curculionidae) in 2 ausgewählten Forstbiotopen Ergebnisse aus dem Burgholz Projekt 1978 bia 1990","Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 45. Heft, Seite 24-29",,JB45_1992.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Abundanz,,,Monate,Wirbellose,Arthropoden,Arthropoden,,Barypeithes araneiformi,Rüsselkäfer,,1983,1990,7,6,Photoelektor,Beobachtung,no,,hoch,Abb. 2 Fichten-Bestand,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10519,Kolbe1992,non_Sys,Kolbe W.,1992,"Rüsselkäfer (Coleoptera, Curculionidae) in 2 ausgewählten Forstbiotopen Ergebnisse aus dem Burgholz Projekt 1978 bia 1990","Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 45. Heft, Seite 24-29",,JB45_1992.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Abundanz,,,Monate,Wirbellose,Arthropoden,Arthropoden,,Strophosoma melanogrammum,,,1983,1990,7,6,Photoelektor,Beobachtung,no,,hoch,Abb. 3 Buchen-Bestand,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10520,EB8KV3G9,non_Sys,Platen R.,1992,Struktur und Dynamik der Spinnengemeinschaften im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 45. Heft, Seite 56 – 82",,JB45_1992.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Abundanz,,,Jahre,Wirbellose,Arthropoden,Arthropoden,Webspinnen,,,<20,1978,1981,3,4,Photoelektor,Beobachtung,no,,hoch,Tabelle 3 Buchen-Bestand,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10521,EB8KV3G9,non_Sys,Platen R.,1992,Struktur und Dynamik der Spinnengemeinschaften im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 45. Heft, Seite 56-82",,JB45_1992.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Abundanz,,,Jahre,Wirbellose,Arthropoden,Arthropoden,Webspinnen,,,<20,1978,1981,3,4,Photoelektor,Beobachtung,no,,hoch,Tabelle 4 Fichten-Bestand,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10521,EB8KV3G9,non_Sys,Platen R.,1992,Struktur und Dynamik der Spinnengemeinschaften im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 45. Heft, Seite 56-82",,JB45_1992.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Artenzahl,,,Jahre,Wirbellose,Arthropoden,Arthropoden,Webspinnen,,,Antwortvariable,1978,1981,3,4,Photoelektor,Beobachtung,no,,hoch,Tabelle 4 Fichten-Bestand,,,,,,keine Details,,,,,,,Literatur,D,Andere,corrected
10522,HEGUFD6Z,non_Sys,Patrzich R.,1993,Thysanopteren-Emergenzen in einem Buchenwald und ei- nem Fichtenforst des Staatsforstes Burgholz bei Solingen,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 46. Heft, Seite 46-54",,JB46_1993.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Artenzahl,,,Jahre,Wirbellose,Arthropoden,Arthropoden,Thysanopteren-Fauna,,,Antwortvariable,1983,1986,3,3,Photoelektor,Beobachtung,no,,hoch,Tabelle 1,,,,,,keine Details,,,,,,,Literatur,D,Andere,
10523,Platen1994,non_Sys,Platen R.,1994,Der Einfluß von Fremdländeranbaugebieten auf die Zusam-mensetzung der Spinnen- (Araneida) und Weberknechtge-meinschaften (Opilionida) im Staatswald Burgholz,"Jahresberichte des Naturwissenschaftlichen Vereins in Wuppertal 47. Heft, Seite 17-39",,JB47_1994.pdf,,Maria Sporbert,Anneka,Wald,,Nadel(Misch)Wälder und -Forste,Deutschland,Nordrhein-Westfalen,Staatswald Burgholz in Solingen (Bergisches Land),,,7115176,51223182,5,,,Artenzahl,,,,Wirbellose,Arthropoden,Arthropoden,"Araneida, Opilionida",,,63,1990,1991,1,2,Photoelektor,Beobachtung,no,,hoch,Abb. 1 Exoten-Mischwald,,,,,,keine Details,,,,,,,Literatur,D,Andere,
