Ja,authors,title,journal,abstract,year,doi,Quelle,Themenkomplex,ÖSL,Biodiv-Facette,Einfluss,Methode,Notiz zum Vote Count,Ort,Ort Details,Lebensraum,Art(en),Ökologische Einheit,Artengruppe,ESGroup,Boden?,Lebensraum_Gruppiert,CICES-Bereich,CICES-Gruppe,CICES-Klasse,CICES-Code,Bereich-Kurz,Klasse kurz
Ja,"Riepe, C., Meyerhoff, J., Fujitani, M., Aas, Ø., Radinger, J., Kochalski, S., Arlinghaus, R.",Managing River Fish Biodiversity Generates Substantial Economic Benefits in Four European Countries,ENVIRONMENTAL MANAGEMENT,"Ecosystems and biodiversity produce benefits to society, but many of them are hard to quantify. For example, it is unclear whether European societies gain benefits from experiencing rivers that host high native biodiversity. Without such knowledge, monetary investments into ecologically oriented river management plans are difficult to justify. The objective of this study was to reveal how the public in four European countries values ecological characteristics of domestic rivers and the outcomes of hypothetical river basin management plans designed to improve river ecosystems, particularly fish biodiversity. We conducted a choice experiment among the populations in Norway, Sweden, Germany, and France. We found similar preference structures in all countries with high marginal willingness-to-pay for improvements of abiotic river attributes (increased accessiblity of the river banks, improved bathing water quality, decreased river fragmentation). Citizens also benefited from certain fish species occurring in a river with native salmonid species being more valued than nonnatives, particularly in Norway, and from the degree of a river's native biodiversity. Welfare measures calculated for selected river basin management plans (policy scenarios) revealed societal benefits that were primarily derived from ecological river management whereas a scenario focusing on hydroelectricity production generated the lowest utility. We conclude that ecological river management may produce high nonmarket economic benefits in all study countries, particularly through the management of abiotic river attributes and the restoration of declining or extinct fish species. Our results help to inform decisions on restoration efforts by showcasing the benefits that these measures have for the public.",2019,10.1007/s00267-019-01160-z,BuA-Kapitel,Kohlenstoffkreislauf,Nahrungsmittel,Artenvielfalt,nicht linear,Befragung,,,,,"Wasserorganismen (z. B. Fische, wirbellose Tiere, Makrophyten, Mikroorganismen)",,,Biomasseproduktion,,Binnengewässer und Auen,Biomasse,,Nahrungsmittel,1.1.X.1,Biomasse,Biomasse als Nahrungsmittel
Ja,"Meyerhoff, J, Klefoth, T, Arlinghaus, R",The value artificial lake ecosystems provide to recreational anglers: Implications for management of biodiversity and outdoor recreation,JOURNAL OF ENVIRONMENTAL MANAGEMENT,"Small lakes largely outnumber large lakes among the world's lentic ecosystems. Despite being common landscape elements, however, little is known about the value small lakes provide to recreationists. This paper presents results of an economic valuation study concerned with small gravel pits in Lower Saxony, Germany. Gravel pits are artificially created lake ecosystems that, particularly in Europe, are regularly used and managed by privately organized recreational anglers in an angling club context. A stated choice experiment provided insights into anglers' preferences for the abundance of target fish species, biodiversity of taxa other than fishes in the lakes as well as in the lake surroundings, and about the use of gravel pits by other recreationists for walking, swimming or boating. Latent class analysis identified five segments that varied in preferences. For the majority of anglers, the value of angling at gravel pit lakes was improved by an increase in the abundance of predatory fishes. Additionally, the presence of aquatic and terrestrial endangered species at the lakes increased the value of the ecosystems as perceived by the majority of anglers. By contrast, the presence of other recreational uses reduced the value of angling, with swimming being considered the most disturbing, while the degree of shoreline development had the least impact on the recorded choices. The results suggest that managing the gravel pit lakes for high biodiversity and the presence of desired game fish species maximizes the value for anglers. However, also two smaller segments with anglers revealing lexicographic preferences were identified. These anglers expressed either strong preferences against swimming in the lakes or strongly preferred the opportunity to use boats. Lake management may address the preference heterogeneity and the aversion against other recreational uses, such as swimming, by spatial zoning.",2019,10.1016/j.jenvman.2019.109580,Gesamtreview,Kulturelle Leistungen,Freizeitliche Nutzung,Artenvielfalt,pos,Befragung,erhöhte Fischdiversität wertet die Angelerfahrung auf,Deutschland,Niedersachsen,Binnengewässer und Auen,,Ökosystem,Fische,Erholungswert,,Binnengewässer und Auen,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,,3.1.1,Direkte Interaktionen,
Ja,"Bastian, O., Stein, C., Lupp, G., Behrens, J., Renner, C., & Grunewald, K.",The appreciation of nature and landscape by tourism service providers and visitors in the Ore Mountains (Germany),Landscape online,"The paper presents empirical studies on the appreciation of nature and landscape in the Eastern Ore Mountains (Saxony, Germany) by tourism service providers (TSP) and visitors. Attractive landscape and experience of nature are the most important reasons to visit this region and to spend leisure time there. Particularly mountain meadows, raised bogs and mixed forests are highly appreciated. Deforestation, industrial development and the decline of biodiversity would reduce attractiveness for visitors. We also assessed whether the tourism sector is prepared to contribute to the funding of nature conservation and landscape management. Use of general tax revenues is favoured, but other modes would also be accepted, e.g. a nature tax. Willingness to pay (WTP) is ranging between €0.75 and €1.36 per guest per night by TSP, or between €1.06 and €2.73 per day by visitors. With respect to landscape preference and WTP we found in some cases significant differences among visitors, depending on region of residence, age and education level. A major part of the annual costs for nature conservation and landscape could be covered by public funds (taxes), if the results of the WTP approach were understood as a sign of societal demand and a call to action.",2015,10.3097/LO.201541,BuA-Kapitel,Kulturelle Leistungen,Erholungsleistungen,Artenvielfalt,pos,Befragung,"Wildlebende Vogelarten, empfindliche und einheimische Arten, Vielfalt der Lebensräume",,,,,,,Erholungswert,,Binnengewässer und Auen,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,,3.1.1,Direkte Interaktionen,
Ja,"Rayanov, M., Dehnhardt, A., Glockmann, M., Hartje, V., Hirschfeld, J., Lindow, M., Sagebiel, J., Thiele, J., Welling, M.",The economic value of river landscapes for recreational use - A willingness-to-pay study in four regions in Germany,HYDROLOGIE UND WASSERBEWIRTSCHAFTUNG,"River landscapes including rivers, streams and surrounding floodplains are of great importance for local recreation. Especially their high degree of biodiversity and structural diversity result in high recreational and experiential value. Within the concept of ecosystem services, human interaction with a river landscape for the purpose of recreation is classified as cultural service. Knowledge of the societal value of this cultural ecosystem service can make an important contribution to the decision-making process of the design of river landscapes.The aim of the present study is to collect empirical data on recreational use and the valuation of river landscapes in Germany and to derive willingness-to-pay estimates for different development alternatives. In two research projects, around 4,000 people were questioned regarding their current use of rivers and streams for recreational purposes within a representative survey. The regional focus of this study is set on small rivers or streams in the state of Saxony, as well as on the major rivers Danube, Nahe and Aller. The use of choice experiments, a survey-based method for assessing individual preferences, enables the estimation of the importance of individual characteristics of a river landscape for the valuation and recreational site choice. Different measures are considered with regard to river banks, to the use of floodplains, and to the accessibility of the river and infrastructure developments. Taking into account different rivers allows a comparison of the recreational determinants of large and small waters. The respondents express a high appreciation for an increased naturalness of river banks and floodplains with willingness-to-pay values of more than 120 (sic) per household and year. In contrast, further infrastructural development (cycle tracks, hiking trails) is valuated very differently by users and non-users.",2018,"10.5675/HyWa_2018,6_4",BuA-Kapitel,Kulturelle Leistungen,Erholungsleistungen,Artenvielfalt,pos,Befragung,"Wildlebende Vogelarten, empfindliche und einheimische Arten, Vielfalt der Lebensräume",,,,,,,Erholungswert,,Binnengewässer und Auen,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,,3.1.1,Direkte Interaktionen,
Ja,"Bastian, O., Stein, C., Lupp, G., Behrens, J., Renner, C., & Grunewald, K.",The appreciation of nature and landscape by tourism service providers and visitors in the Ore Mountains (Germany),Landscape online,"The paper presents empirical studies on the appreciation of nature and landscape in the Eastern Ore Mountains (Saxony, Germany) by tourism service providers (TSP) and visitors. Attractive landscape and experience of nature are the most important reasons to visit this region and to spend leisure time there. Particularly mountain meadows, raised bogs and mixed forests are highly appreciated. Deforestation, industrial development and the decline of biodiversity would reduce attractiveness for visitors. We also assessed whether the tourism sector is prepared to contribute to the funding of nature conservation and landscape management. Use of general tax revenues is favoured, but other modes would also be accepted, e.g. a nature tax. Willingness to pay (WTP) is ranging between €0.75 and €1.36 per guest per night by TSP, or between €1.06 and €2.73 per day by visitors. With respect to landscape preference and WTP we found in some cases significant differences among visitors, depending on region of residence, age and education level. A major part of the annual costs for nature conservation and landscape could be covered by public funds (taxes), if the results of the WTP approach were understood as a sign of societal demand and a call to action.",2015,10.3097/LO.201541,BuA-Kapitel,Kulturelle Leistungen,Erholungsleistungen,Landschaftsdiversität,pos,Befragung,"Wildlebende Vogelarten, empfindliche und einheimische Arten, Vielfalt der Lebensräume",,,,,,,Erholungswert,,Binnengewässer und Auen,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,,3.1.1,Direkte Interaktionen,
Ja,"Rayanov, M., Dehnhardt, A., Glockmann, M., Hartje, V., Hirschfeld, J., Lindow, M., Sagebiel, J., Thiele, J., Welling, M.",The economic value of river landscapes for recreational use - A willingness-to-pay study in four regions in Germany,HYDROLOGIE UND WASSERBEWIRTSCHAFTUNG,"River landscapes including rivers, streams and surrounding floodplains are of great importance for local recreation. Especially their high degree of biodiversity and structural diversity result in high recreational and experiential value. Within the concept of ecosystem services, human interaction with a river landscape for the purpose of recreation is classified as cultural service. Knowledge of the societal value of this cultural ecosystem service can make an important contribution to the decision-making process of the design of river landscapes.The aim of the present study is to collect empirical data on recreational use and the valuation of river landscapes in Germany and to derive willingness-to-pay estimates for different development alternatives. In two research projects, around 4,000 people were questioned regarding their current use of rivers and streams for recreational purposes within a representative survey. The regional focus of this study is set on small rivers or streams in the state of Saxony, as well as on the major rivers Danube, Nahe and Aller. The use of choice experiments, a survey-based method for assessing individual preferences, enables the estimation of the importance of individual characteristics of a river landscape for the valuation and recreational site choice. Different measures are considered with regard to river banks, to the use of floodplains, and to the accessibility of the river and infrastructure developments. Taking into account different rivers allows a comparison of the recreational determinants of large and small waters. The respondents express a high appreciation for an increased naturalness of river banks and floodplains with willingness-to-pay values of more than 120 (sic) per household and year. In contrast, further infrastructural development (cycle tracks, hiking trails) is valuated very differently by users and non-users.",2018,"10.5675/HyWa_2018,6_4",BuA-Kapitel,Kulturelle Leistungen,Erholungsleistungen,Landschaftsdiversität,pos,Befragung,"Wildlebende Vogelarten, empfindliche und einheimische Arten, Vielfalt der Lebensräume",,,,,,,Erholungswert,,Binnengewässer und Auen,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,,3.1.1,Direkte Interaktionen,
Ja,"Syrbe, RU, Neumann, I, Grunewald, K, Brzoska, P, Louda, J, Kochan, B, Machac, J, Dubova, L, Meyer, P, Brabec, J, Bastian, O",The Value of Urban Nature in Terms of Providing Ecosystem Services Related to Health and Well-Being: An Empirical Comparative Pilot Study of Cities in Germany and the Czech Republic,LAND,"The quality of life in our cities critically depends on the intelligent planning and shaping of urban living space, in particular urban nature. By providing a wide range of ecosystem services (ES), urban nature essentially contributes to the well-being of city dwellers and plays a major role in avoiding common diseases through its positive impact on physical and mental health. Health is one of the most important factors underlying human welfare and is, thus, vital to sustainable development. The ES of urban green space provide other social-cultural functions alongside public health, for example by fostering environmental justice and citizenship participation. Thus, they should always be considered when searching for solutions to urban problems. The aim of this research was to determine the impact of green areas in three selected cities on the health and well-being of people by self-reporting of green areas' visitors. To this end, we posed the research question: which types and characteristics of urban green space are most appreciated by city dwellers? Based on our findings, we have drawn up recommendations for practices to promote better living conditions. We have also pinpointed obstacles to and opportunities for leisure time activities as well as ways of supporting the public health of citizens.",2021,10.3390/land10040341,Gesamtreview,Kulturelle Leistungen,Erholungswert,Landschaftsdiversität,pos,Befragung,Erholungswert verschiedener Landschaftselemente analysiert,"Deutschland, Tschechien","Dresden, Děčín",Urbaner Raum,,Ökosystem,,Erholungswert,,Urbane Räume,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,,3.1.1,Direkte Interaktionen,
Ja,"Petersen, E, Schoen, G, Liedtke, G, Zech, A",Relevance of urban green space for physical activity and health-related quality of life in older adults,QUALITY IN AGEING AND OLDER ADULTS,"Purpose Urban green space (UGS) shows to be a sustainable resource stimulating physical activity, health and quality of life in the general population. With regard to an aging European population, the purpose of this paper is to investigate the relationship between UGS, physical activity and health-related quality of life (HRQoL) in community-dwelling older adults. Design/methodology/approach Cross-sectional survey data were provided by a sample from Hamburg (Germany), consisting of 272 adults aged65 years. Respondents answered questions regarding HRQoL (Short Form 12), physical activity (German-PAQ-50+) and exposure to UGS. The authors applied a linear regression to analyse the relationship between weekly duration of exposure to UGS and physical activity. While controlling for confounding factors, the authors used a multivariate linear regression model to detect effects on HRQoL. Findings A significant effect (adjusted R-2: 4.3 per cent; p-value0.001) was found for weekly duration of exposure to UGS and weekly physical activity. Multiple linear regression showed significant positive effects of weekly duration of exposure to UGS (p=0.010) and weekly time of physical activity (p=0.017) on HRQoL. Age, sex and feeling of satisfaction were identified as relevant confounding factors. Research limitations/implications Future research should continue to explore the indicators that mediate an increase of physical activity and HRQoL in the heterogeneous age band of older adults. Practical implications Findings suggest that community-dwelling older adults are likely to benefit from higher amounts of time in UGS since it is positively associated with both physical activity and HRQoL. Therefore, urban planners should explicitly consider the demands of community-dwelling older adults towards UGS. Originality/value This study is one of the first to examine the relationship between UGS, physical activity and HRQoL in older adults.",2018,10.1108/QAOA-01-2018-0002,Gesamtreview,Kulturelle Leistungen,Freizeitliche Nutzung,Landschaftstyp,ja,Befragung,"pos. Auswirkung der Dauer des Aufenthaltes in urbanen Grünflächen auf physische Aktivität; untersucht nicht direkt, dass mehr urbane Grünflächen im Umkreis sich auf mehr physische Aktivität ausiwrken, sondern schlägt mehr Grünflächen als Maßnahme vor",Deutschland,Hamburg,Urbaner Raum,,Bestand,,Freizeitliche Nutzung,,Urbane Räume,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen ",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,"Merkmale lebender Systeme, die durch aktive oder immersive Interaktionen Aktivitäten zur Förderung von Gesundheit, der Erholung oder dem Vergnügen ermöglichen",3.1.1.1,Direkte Interaktionen,"Gesundheit, Erholung oder Vergnügen"
Ja,"Rishbeth, C, Blachnicka-Ciacek, D, Darling, J",Participation and wellbeing in urban greenspace: 'curating sociability' for refugees and asylum seekers,GEOFORUM,"This paper examines how asylum seekers and refugees experience urban greenspaces. Whilst often overlooked in a focus on support services and integration, we argue that critically exploring the importance of urban greenspaces has wider implications for understanding how asylum seekers and refugees navigate experiences of displacement and resettlement. Drawing on empirical work foregrounding refugee experiences in Berlin, London, and Sheffield, we found that spending time outdoors in local recreational spaces such as parks, can have positive outcomes for wellbeing and inclusion, with the potential to support respite and the beginnings of belonging. However, though there were multiple positive accounts, especially of busier parks and of appreciating nature, many participants were uncertain or anxious about using parks. The interviews highlight the multiple barriers faced by asylum seekers and refugees, regarding information, legibility and in gaining the cultural capital and confidence needed venture out. The varied experiences reflect the diversity of greenspace typologies in Northern European cities, and also how individuals weight up public perceptions and, for some, the insecurity of their legal status. In unpacking the interaction between these barriers, we define and propose 'curated sociability' approaches as possible frameworks for supporting egalitarian participation and offering pathways to greater engagement. We conclude by highlighting a range of interventions that offer situated opportunities for asylum seekers and refugees to engage with urban greenspaces, and which provide insights into how the expectations and rules of urban greenspace are actively negotiated and may be rewritten.",2019,10.1016/j.geoforum.2019.07.015,Gesamtreview - Urban,Kulturelle Leistungen,Freizeitliche Nutzung,Landschaftstyp,ja,Befragung,"Einige Geflüchtete schätzen besonders naturnahe Parks für ihr freizeitliche Nutzung wert, andere finden sie langweilig","Deutschland, Großbritannien","Berlin, London, Sheffield",Urbaner Raum,,Bestand,,Freizeitliche Nutzung,,Urbane Räume,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen ",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,"Merkmale lebender Systeme, die durch aktive oder immersive Interaktionen Aktivitäten zur Förderung von Gesundheit, der Erholung oder dem Vergnügen ermöglichen",3.1.1.1,Direkte Interaktionen,"Gesundheit, Erholung oder Vergnügen"
Ja,"Methorst, J, Bonn, A, Marselle, M, Bohning-Gaese, K, Rehdanz, K",Species richness is positively related to mental health - A study for Germany,LANDSCAPE AND URBAN PLANNING,"Nature benefits human health. To date, however, little is known whether biodiversity relates to human health. While some local and city level studies show that species diversity, as a measure of biodiversity, can have positive effects, there is a lack of studies about the relationship between different species diversity measures and human health, especially at larger spatial scales. Here, we conduct cross-sectional analyses of the association between species diversity and human health across Germany, while controlling for socio-economic factors and other nature characteristics. As indicators for human health, we use the mental (MCS) and physical health (PCS) component scales of the German Socio-Economic Panel (SOEP, Short Form Health Questionnaire ? SF12). For species diversity, we use species richness and abundance estimates of two species groups: plants and birds. We phrase the following hypotheses: plant and bird species are positively associated with mental and physical health (H1 & H3); bird abundance is positively related to mental health (H2). Our results demonstrate a significant positive relationship between plant and bird species richness and mental health across all model variations controlling for a multitude of other factors. These results highlight the importance for species diversity for people?s mental health and well-being. Therefore, policy makers, landscape planners and greenspace managers on the local and national level should consider supporting biodiverse environments to promote mental health and wellbeing. For this purpose, we propose to use species diversity measures as indicators for salutogenic (health promoting) characteristics of nature, landscape and urban green space.",2021,10.1016/j.landurbplan.2021.104084,Gesamtreview,Kulturelle Leistungen,Gesundheit,Artenvielfalt,pos,Befragung,"Welchen Einfluss hat Artenreichtum (Pflanzen und Vögel) auf die mentale und physische Gesundheit von Menschen, positiver Einfluss von Biodiversität auf mentale Gesundheit ",Deutschland,,Urban,,Bestand,,Gesundheit,,Urbane Räume,"Direkte Interaktionen mit lebenden Systemen an Ort und Stelle und im Freien, die von der Präsenz in der Umwelt abhängen ",Physische und erlebnisbasierte Erfahrung der natürlichen Umwelt,"Merkmale lebender Systeme, die durch passive oder beobachtende Interaktionen Aktivitäten zur Förderung von Gesundheit, Erholung oder Vergnügen  ermöglichen",3.1.1.2,Direkte Interaktionen,"Gesundheit, Erholung oder Vergnügen"
